Unnamed: 0,user id,test group,converted,total ads,most ads day,most ads hour
382667,1424427,ad,False,18,Thursday,8
487711,1017797,ad,False,11,Thursday,17
392006,1252542,ad,False,21,Saturday,20
155578,1376916,ad,False,50,Friday,18
218476,1646327,ad,False,12,Thursday,14
65615,1359065,ad,False,24,Monday,10
191989,1015937,ad,False,21,Monday,11
557593,1422099,ad,False,6,Wednesday,12
164524,1196914,ad,False,11,Friday,20
57596,1067600,ad,False,34,Tuesday,21
203188,1379853,ad,False,15,Wednesday,15
513395,1492078,ad,False,30,Monday,14
104337,1549972,ad,False,39,Thursday,16
28537,910078,psa,False,42,Thursday,8
122729,1240664,ad,False,114,Saturday,11
295189,1456516,ad,False,16,Friday,13
395276,1074880,ad,False,3,Sunday,11
24749,1341324,ad,False,79,Tuesday,15
13519,1027809,ad,False,138,Saturday,10
196862,1096811,ad,False,21,Sunday,13
500819,1286066,ad,False,12,Tuesday,21
32782,1485622,ad,False,33,Tuesday,15
456948,1292270,ad,False,1,Tuesday,19
321311,1323333,ad,False,3,Monday,21
98900,1557296,ad,False,43,Thursday,22
89929,1238519,ad,False,6,Monday,17
201415,1366604,ad,False,2,Tuesday,19
309507,1505479,ad,False,6,Sunday,21
64156,908004,psa,False,46,Friday,13
213638,1007842,ad,False,19,Friday,0
302245,1424729,ad,False,61,Sunday,8
72337,1570073,ad,False,3,Saturday,10
228388,1357606,ad,False,32,Friday,12
299651,1021730,ad,False,28,Tuesday,13
259445,1390018,ad,False,6,Monday,19
441286,1439019,ad,False,2,Sunday,8
118143,1262178,ad,False,26,Saturday,22
149530,1034493,ad,False,10,Wednesday,9
406628,1041098,ad,False,64,Friday,15
194229,1453253,ad,False,8,Tuesday,10
233371,1014970,ad,False,6,Tuesday,5
288306,1279165,ad,False,13,Thursday,19
304866,1576663,ad,False,1,Saturday,14
244064,1289425,ad,False,19,Sunday,21
214861,1376165,ad,False,13,Friday,14
38799,900148,psa,False,1,Wednesday,17
237705,1596947,ad,False,59,Saturday,21
517677,1216698,ad,False,5,Wednesday,22
357830,1142123,ad,False,20,Saturday,19
504749,1567560,ad,False,29,Sunday,23
12345,1148433,ad,False,29,Tuesday,18
408072,1491649,ad,False,6,Wednesday,16
88581,1077413,ad,False,9,Monday,17
526543,1301746,ad,False,1,Friday,14
326611,1303647,ad,False,5,Wednesday,10
476606,1462132,ad,False,4,Sunday,23
137721,1108100,ad,False,49,Sunday,14
21664,1229085,ad,False,44,Wednesday,21
500058,1194868,ad,False,1,Saturday,19
232815,1120535,ad,False,26,Saturday,23
468916,1524307,ad,False,12,Friday,12
465397,1159770,ad,False,5,Thursday,15
242738,1024305,ad,False,36,Monday,2
229412,1348238,ad,False,28,Friday,11
277093,1004925,ad,False,77,Monday,13
380089,1537739,ad,False,8,Wednesday,14
335984,1303728,ad,False,2,Friday,19
82444,1326157,ad,False,55,Sunday,20
75806,1004858,ad,False,36,Sunday,16
76520,1452028,ad,False,3,Saturday,20
520231,1007763,ad,False,33,Thursday,18
325473,1144483,ad,False,21,Tuesday,15
84370,1587129,ad,False,13,Monday,11
393810,1262058,ad,False,7,Saturday,22
356581,1238765,ad,False,17,Friday,21
432471,1149625,ad,False,21,Saturday,3
257110,1009571,ad,False,26,Monday,14
253464,1649971,ad,False,15,Monday,11
22493,1340138,ad,False,96,Wednesday,13
355929,1109996,ad,False,55,Thursday,23
385509,1499415,ad,False,20,Thursday,18
161245,1428475,ad,False,17,Thursday,12
509843,1396168,ad,False,2,Tuesday,17
96611,1196420,ad,False,17,Tuesday,13
82039,921937,psa,False,33,Sunday,19
485354,1547948,ad,False,47,Thursday,14
183108,1286699,ad,False,1,Sunday,14
376214,1589716,ad,False,12,Saturday,16
238588,1061676,ad,False,3,Saturday,16
365420,1610703,ad,False,2,Saturday,16
428907,1095857,ad,False,8,Thursday,14
472816,1639656,ad,False,2,Saturday,23
89221,1289427,ad,False,10,Friday,9
160042,1249511,ad,False,27,Monday,11
288811,1493151,ad,False,8,Thursday,20
112164,1036548,ad,False,5,Friday,18
41558,1244880,ad,False,98,Wednesday,21
472896,1162494,ad,False,3,Sunday,16
109122,1009859,ad,True,130,Friday,20
329716,1198914,ad,False,1,Wednesday,18
90614,1466080,ad,False,47,Sunday,8
370493,1162677,ad,False,19,Wednesday,18
464141,1017996,ad,False,1,Thursday,10
235564,1262334,ad,False,3,Saturday,11
149281,1305698,ad,False,33,Tuesday,14
244630,1207310,ad,False,16,Sunday,12
140594,1040803,ad,False,10,Saturday,15
148681,1228879,ad,False,11,Thursday,5
68661,1286614,ad,False,18,Friday,21
142547,1548550,ad,False,29,Saturday,13
352890,1429579,ad,False,8,Monday,16
431691,1568929,ad,False,5,Monday,23
128058,1273265,ad,False,93,Monday,15
303393,1138787,ad,False,6,Saturday,11
134562,1402884,ad,False,5,Tuesday,9
234159,1305810,ad,False,26,Monday,20
187601,1591287,ad,False,34,Monday,11
71932,1101621,ad,False,25,Saturday,9
192540,1017504,ad,False,24,Thursday,14
366901,1536087,ad,False,39,Sunday,9
363929,1559328,ad,False,5,Saturday,9
442991,1622125,ad,False,25,Sunday,11
84852,1462291,ad,False,6,Friday,12
275936,909340,psa,False,8,Tuesday,12
554094,1430518,ad,False,3,Tuesday,18
548749,1594800,ad,False,2,Monday,22
309708,1513379,ad,False,36,Monday,14
235094,1154443,ad,False,9,Saturday,11
8901,1406416,ad,False,52,Saturday,8
261,1275047,ad,False,175,Wednesday,20
178320,1329917,ad,False,22,Sunday,16
426413,1491856,ad,False,2,Friday,12
71268,1612918,ad,False,120,Saturday,22
62319,1129083,ad,False,11,Saturday,19
27733,1631898,ad,False,9,Friday,18
54833,1455856,ad,False,26,Thursday,13
497354,1288052,ad,False,28,Sunday,16
344057,1220761,ad,False,5,Monday,15
44102,1431206,ad,False,8,Friday,11
272759,1512641,ad,False,15,Wednesday,14
421387,1625956,ad,False,8,Saturday,2
84176,1235735,ad,False,96,Monday,13
136664,1204890,ad,False,47,Sunday,7
143664,1343120,ad,False,91,Sunday,14
244984,1225801,ad,False,11,Sunday,12
487687,1473110,ad,False,56,Sunday,9
259410,1509570,ad,False,1,Monday,19
323104,1044018,ad,False,21,Tuesday,11
415173,1445704,ad,False,2,Wednesday,23
154575,1178366,ad,False,32,Thursday,10
211984,1240346,ad,False,17,Friday,10
160258,1246255,ad,False,9,Thursday,14
214287,1100991,ad,False,35,Sunday,14
565726,1237189,ad,False,2,Thursday,20
36835,1422307,ad,False,54,Thursday,11
2304,1140500,ad,False,139,Friday,12
427727,1480846,ad,False,11,Friday,15
229063,1057036,ad,False,18,Friday,18
567333,1065774,ad,False,1,Friday,11
90562,1458970,ad,False,117,Saturday,17
138518,1417583,ad,False,3,Tuesday,22
470959,1059170,ad,False,3,Monday,10
19059,1512119,ad,True,384,Friday,9
211702,1426385,ad,False,38,Saturday,14
519132,1562331,ad,False,12,Thursday,11
319439,1312846,ad,False,1,Monday,16
368136,1391152,ad,False,20,Friday,22
274057,1343732,ad,False,4,Wednesday,12
573232,1644717,ad,False,2,Saturday,17
161163,1567757,ad,False,296,Monday,13
87113,1215015,ad,False,204,Wednesday,12
500724,1612944,ad,False,50,Sunday,23
469333,1286053,ad,False,15,Friday,13
281634,1534301,ad,False,1,Thursday,10
195485,1592620,ad,False,54,Friday,11
196959,1315243,ad,False,2,Thursday,13
66225,1492672,ad,False,32,Wednesday,12
339551,1450391,ad,False,18,Saturday,16
196034,1458754,ad,False,4,Tuesday,12
230392,1386202,ad,False,15,Friday,20
106548,1211112,ad,False,32,Sunday,10
48337,1269115,ad,False,34,Friday,8
79890,1423551,ad,False,61,Sunday,16
497054,1640939,ad,False,2,Saturday,23
386128,1541816,ad,False,29,Thursday,20
51473,1106719,ad,False,67,Thursday,16
140731,1341062,ad,False,18,Sunday,15
557362,1007811,ad,False,17,Friday,19
6201,1590475,ad,False,12,Tuesday,21
170364,1385947,ad,False,2,Saturday,16
363980,1429621,ad,False,1,Saturday,9
434135,1089108,ad,False,6,Tuesday,13
526199,1579483,ad,False,36,Sunday,10
271786,1105823,ad,False,30,Friday,10
270406,1316507,ad,False,1,Wednesday,8
561314,1481387,ad,False,2,Wednesday,23
531958,1100420,ad,False,5,Saturday,2
287601,1573969,ad,False,16,Thursday,18
479701,1354471,ad,False,26,Tuesday,13
335352,1277178,ad,False,9,Friday,19
256689,1551546,ad,False,4,Monday,15
28366,1260859,ad,False,34,Tuesday,14
328084,1286676,ad,False,2,Wednesday,14
534188,1489510,ad,False,4,Sunday,13
293271,1332977,ad,False,15,Friday,11
81862,1484703,ad,False,93,Friday,18
423879,1019135,ad,False,1,Thursday,23
539701,1272186,ad,False,2,Sunday,22
272702,912896,psa,False,16,Thursday,15
470762,1099360,ad,False,1,Friday,17
137654,1164658,ad,False,38,Tuesday,23
259468,1429221,ad,False,1,Monday,19
363016,1148024,ad,False,6,Friday,20
336898,1529283,ad,False,5,Saturday,20
583078,1449694,ad,False,3,Monday,17
438139,1173683,ad,False,18,Sunday,16
203079,1528725,ad,False,1,Wednesday,9
540919,1279668,ad,False,2,Tuesday,11
429322,1209996,ad,False,6,Friday,17
501511,1001144,ad,False,26,Sunday,9
410527,1623425,ad,False,4,Tuesday,10
287271,1135617,ad,False,17,Friday,22
563350,1214358,ad,False,2,Thursday,12
141961,1490301,ad,False,38,Tuesday,12
270491,1574540,ad,False,7,Friday,8
209052,1064683,ad,False,13,Wednesday,8
153432,912843,psa,False,3,Wednesday,16
22233,1357026,ad,False,386,Thursday,18
529415,1215748,ad,False,24,Sunday,15
529707,1115043,ad,False,6,Sunday,11
74509,1363665,ad,False,37,Friday,12
358024,1568590,ad,False,2,Thursday,12
79361,1550639,ad,False,223,Monday,19
340437,1588027,ad,False,7,Monday,10
269135,1221529,ad,False,9,Friday,12
504361,1162928,ad,False,3,Sunday,17
546281,1387580,ad,False,3,Monday,17
153512,1033277,ad,False,31,Wednesday,7
207504,915497,psa,False,4,Wednesday,13
58040,1307159,ad,True,166,Monday,13
188005,1308595,ad,False,19,Monday,12
57356,1620831,ad,True,277,Wednesday,16
346189,1100459,ad,False,15,Monday,19
498065,1207837,ad,False,5,Saturday,12
260355,1540376,ad,False,37,Thursday,21
583005,917674,psa,False,1,Monday,17
13331,1030004,ad,False,130,Thursday,22
538377,1344874,ad,False,24,Monday,9
200279,1483892,ad,False,12,Friday,9
126062,1204715,ad,False,22,Friday,10
334731,1395251,ad,False,8,Friday,13
373528,1573512,ad,False,13,Friday,9
218561,1122454,ad,False,2,Thursday,14
272093,1293373,ad,False,2,Wednesday,10
124496,913509,psa,False,21,Sunday,19
134687,1340076,ad,False,70,Tuesday,17
116301,1407382,ad,False,60,Thursday,16
83957,1399921,ad,False,4,Friday,11
117738,1507982,ad,False,22,Saturday,13
499484,1496011,ad,False,22,Saturday,17
238876,1472870,ad,False,5,Saturday,16
273978,1629871,ad,False,5,Wednesday,14
430446,1143163,ad,False,15,Friday,19
108666,1048962,ad,False,34,Friday,14
128822,1508360,ad,False,23,Monday,20
92706,1432175,ad,False,189,Thursday,9
29176,1337768,ad,False,34,Saturday,18
308523,1294083,ad,False,25,Sunday,21
46467,1444255,ad,False,74,Thursday,18
271578,1591619,ad,False,15,Wednesday,9
101282,1500338,ad,False,54,Monday,11
165062,1515429,ad,False,125,Saturday,18
582258,1513457,ad,False,21,Monday,15
223633,1633301,ad,False,41,Tuesday,12
515569,1003854,ad,False,26,Wednesday,18
471173,1427309,ad,False,16,Saturday,11
265260,1208977,ad,False,27,Wednesday,11
328631,1068117,ad,False,19,Thursday,12
16260,1209816,ad,False,465,Wednesday,11
4373,1080343,ad,False,719,Tuesday,14
233479,1072089,ad,False,29,Monday,1
507004,1323379,ad,False,3,Wednesday,14
552230,921604,psa,False,2,Tuesday,13
283758,1172874,ad,False,15,Sunday,15
271244,1550970,ad,False,15,Friday,16
505153,1435282,ad,False,3,Sunday,20
73602,1589074,ad,False,24,Friday,14
356465,1026188,ad,False,69,Friday,11
23796,1311252,ad,False,99,Tuesday,11
329869,1416713,ad,False,18,Wednesday,19
344965,1174986,ad,False,35,Sunday,19
54696,1446947,ad,False,65,Thursday,18
453369,1164040,ad,False,12,Tuesday,2
30921,1570854,ad,False,40,Wednesday,14
299457,1212273,ad,False,26,Friday,18
481426,1194388,ad,False,2,Wednesday,10
223532,1531566,ad,False,40,Monday,16
580686,1457506,ad,False,6,Monday,12
149074,1000833,ad,False,2,Wednesday,13
571279,1259572,ad,False,1,Friday,23
545670,1557336,ad,False,2,Monday,16
31133,1001497,ad,False,30,Monday,20
366812,1461437,ad,False,15,Sunday,8
549808,1526883,ad,False,24,Wednesday,8
384946,1453759,ad,False,7,Wednesday,10
65925,1448909,ad,False,26,Monday,12
378682,1619234,ad,False,14,Wednesday,12
191172,1306328,ad,False,22,Saturday,22
393511,1225857,ad,False,9,Thursday,20
137521,1393921,ad,False,2,Monday,21
2636,907970,psa,False,49,Friday,19
32892,1133117,ad,False,3,Wednesday,15
338330,1587133,ad,False,5,Saturday,12
63033,919900,psa,False,10,Thursday,13
451908,1243662,ad,False,47,Friday,13
317292,1253810,ad,False,15,Monday,18
47466,1371277,ad,False,112,Thursday,11
81463,1099143,ad,False,150,Friday,10
268598,1018488,ad,False,1,Tuesday,19
11787,1361835,ad,False,21,Tuesday,23
391930,1276862,ad,False,12,Saturday,15
450582,1163634,ad,False,2,Monday,16
538572,900542,psa,False,3,Sunday,17
59262,1533555,ad,False,96,Tuesday,11
199626,1085634,ad,True,72,Wednesday,11
246936,1322563,ad,False,5,Sunday,19
85208,1201684,ad,False,10,Monday,11
400358,1062324,ad,False,6,Saturday,15
577239,1230984,ad,False,1,Sunday,14
252150,1621665,ad,False,17,Thursday,16
210395,1557692,ad,False,3,Thursday,16
39915,1123052,ad,False,75,Friday,17
378622,1627651,ad,False,5,Friday,11
164820,1249708,ad,False,1,Thursday,23
272366,1484365,ad,False,27,Thursday,11
275600,1598967,ad,False,9,Thursday,15
281786,1427964,ad,False,5,Thursday,11
304746,1643490,ad,False,33,Saturday,14
71542,916055,psa,False,196,Sunday,14
169842,1287998,ad,False,10,Friday,15
51735,921164,psa,False,7,Thursday,11
78087,1169858,ad,False,128,Sunday,14
345361,1640421,ad,False,12,Thursday,13
33429,1649133,ad,False,17,Monday,14
501077,1251237,ad,False,26,Saturday,14
331475,1100275,ad,False,7,Wednesday,9
458229,1104556,ad,False,1,Wednesday,9
155455,1015576,ad,False,56,Saturday,14
279111,1423441,ad,False,17,Monday,18
306462,921335,psa,False,16,Saturday,18
87338,1289540,ad,False,55,Tuesday,21
484318,1179610,ad,False,3,Monday,9
92931,1379489,ad,False,48,Thursday,15
111372,906150,psa,False,14,Saturday,16
123622,1162692,ad,True,136,Monday,14
584750,1430577,ad,False,1,Tuesday,7
309699,1537232,ad,False,15,Monday,22
174818,1184626,ad,False,17,Saturday,11
204757,1017346,ad,False,10,Wednesday,11
11244,1472673,ad,False,117,Friday,10
64632,1615133,ad,False,47,Friday,11
21370,1391151,ad,False,46,Friday,22
85524,1063170,ad,False,25,Friday,20
581486,1138120,ad,False,2,Monday,13
51140,1513002,ad,False,17,Thursday,1
274958,1256835,ad,False,45,Wednesday,16
129015,1107842,ad,False,15,Tuesday,10
7487,901323,psa,False,84,Thursday,13
530960,1095727,ad,False,44,Saturday,2
69299,1016494,ad,False,23,Friday,15
487224,1019482,ad,False,8,Thursday,16
478613,1372701,ad,False,3,Tuesday,22
516598,1178133,ad,False,4,Wednesday,19
143312,1643379,ad,False,35,Tuesday,14
478184,1556787,ad,False,15,Monday,19
373796,1365307,ad,False,9,Thursday,12
372555,1110785,ad,False,4,Monday,20
112777,1294192,ad,False,34,Monday,19
484109,1033745,ad,False,5,Tuesday,15
407403,1484649,ad,False,4,Wednesday,12
569030,1068643,ad,False,1,Friday,14
506818,1138348,ad,False,28,Thursday,22
242671,1187343,ad,False,15,Sunday,2
112244,1422350,ad,False,17,Thursday,14
89240,1112813,ad,False,1,Monday,16
67598,906122,psa,False,62,Saturday,22
56278,1333247,ad,False,22,Friday,12
209961,1338100,ad,False,6,Friday,12
535206,1538536,ad,False,3,Saturday,22
201719,1506566,ad,False,75,Sunday,22
288489,1342165,ad,False,19,Thursday,20
138296,1505534,ad,False,14,Monday,22
538989,1454028,ad,False,1,Sunday,19
550333,1313224,ad,False,1,Tuesday,10
351958,1184504,ad,False,15,Tuesday,21
577254,1166630,ad,False,5,Monday,18
495466,1344862,ad,False,4,Friday,19
506684,1507228,ad,False,2,Monday,12
329442,1494694,ad,False,1,Wednesday,17
466574,1483382,ad,False,5,Thursday,19
102333,1269767,ad,False,75,Saturday,11
333109,1325208,ad,False,2,Friday,19
86154,1180413,ad,False,48,Monday,12
172535,1202728,ad,False,18,Monday,17
92230,1209712,ad,False,5,Monday,19
139732,1647136,ad,False,45,Monday,14
118153,1343091,ad,False,19,Saturday,21
168188,1136242,ad,False,13,Tuesday,12
358392,1080360,ad,False,10,Thursday,13
425503,1538235,ad,False,1,Friday,11
169751,1382330,ad,False,53,Friday,15
450193,1298352,ad,False,6,Monday,13
190867,1110568,ad,False,66,Wednesday,16
167157,1588098,ad,False,6,Tuesday,9
36960,1192942,ad,False,44,Monday,9
578188,1082093,ad,False,24,Sunday,18
503500,1096627,ad,False,5,Thursday,20
117202,1640086,ad,False,8,Saturday,19
48192,1253900,ad,True,48,Monday,10
91584,907550,psa,False,15,Monday,21
274186,1053245,ad,False,16,Wednesday,12
415772,1019122,ad,False,1,Wednesday,23
169743,1326365,ad,False,35,Friday,15
27751,1651370,ad,False,26,Saturday,19
377959,1403948,ad,False,1,Wednesday,10
51152,1554398,ad,False,84,Monday,10
82356,1293250,ad,False,62,Friday,8
287529,1501243,ad,False,1,Thursday,18
492270,1495492,ad,False,12,Friday,13
490918,1630557,ad,False,1,Friday,2
197685,1443456,ad,False,17,Wednesday,15
297575,1585152,ad,False,15,Saturday,9
85187,1446855,ad,False,47,Tuesday,11
296140,1302725,ad,False,17,Friday,18
571842,1173581,ad,False,7,Saturday,16
163458,1224814,ad,False,9,Saturday,12
221479,1303320,ad,False,1,Thursday,20
205301,1243155,ad,False,33,Friday,11
550083,1430378,ad,False,17,Tuesday,10
316026,1444564,ad,False,2,Monday,10
107432,1367461,ad,False,53,Friday,11
423283,1170015,ad,False,10,Thursday,22
58195,919735,psa,False,54,Tuesday,11
258907,1647809,ad,False,13,Thursday,18
395223,1405096,ad,False,13,Saturday,11
149490,1132243,ad,False,20,Friday,10
65662,1069362,ad,False,25,Friday,13
13341,1063446,ad,False,10,Saturday,10
423523,1344229,ad,False,2,Monday,9
289177,1104681,ad,False,18,Thursday,21
7650,1157153,ad,True,117,Friday,21
531754,1134026,ad,False,13,Saturday,10
288823,1260729,ad,False,12,Thursday,21
453482,1336271,ad,False,1,Tuesday,6
293353,913502,psa,False,3,Friday,13
487362,1569471,ad,False,6,Thursday,16
441703,1237789,ad,False,2,Sunday,9
566680,1333952,ad,False,1,Friday,9
387328,1145403,ad,False,8,Wednesday,22
365646,1004943,ad,False,18,Sunday,10
428615,1232620,ad,False,6,Saturday,10
18926,1084882,ad,False,48,Wednesday,9
586414,1147271,ad,False,2,Tuesday,13
257069,1071035,ad,False,16,Wednesday,12
326061,1511447,ad,False,4,Wednesday,9
350821,1389361,ad,False,4,Tuesday,12
170698,1068705,ad,False,9,Friday,16
132548,1642950,ad,False,8,Monday,16
540427,1378304,ad,False,5,Monday,17
145618,1009521,ad,False,18,Tuesday,17
385183,1303819,ad,False,7,Friday,16
381341,1156499,ad,False,4,Thursday,14
564190,1475425,ad,False,2,Thursday,14
332497,1421069,ad,False,22,Thursday,16
147467,1211743,ad,False,12,Tuesday,20
142599,1321776,ad,False,130,Monday,11
459443,1175572,ad,False,44,Wednesday,22
444443,1023341,ad,False,1,Sunday,12
214506,1347112,ad,False,38,Tuesday,14
175279,1263783,ad,False,42,Saturday,18
324219,1651430,ad,False,8,Tuesday,12
537530,1119523,ad,False,23,Sunday,13
166100,1444285,ad,False,47,Wednesday,23
167142,1567705,ad,False,19,Thursday,12
285055,1579503,ad,False,17,Monday,13
542571,1106646,ad,False,2,Monday,13
135572,1511446,ad,False,12,Monday,20
463350,1100469,ad,False,1,Thursday,0
359459,1583136,ad,False,13,Thursday,13
283161,1556790,ad,False,1,Thursday,12
27136,1558578,ad,False,18,Thursday,20
53181,1105807,ad,False,33,Thursday,18
463545,1227390,ad,False,2,Thursday,7
475429,1559133,ad,False,3,Sunday,14
363488,1585046,ad,False,74,Thursday,19
442425,1084396,ad,False,1,Sunday,10
270190,1186391,ad,False,20,Monday,16
231383,1212908,ad,False,9,Sunday,22
165500,1106844,ad,False,3,Friday,9
42158,904776,psa,False,1,Wednesday,19
402215,1047945,ad,False,13,Tuesday,9
44652,1041153,ad,False,12,Wednesday,21
21983,1393155,ad,False,481,Thursday,15
148372,1208129,ad,False,39,Thursday,12
319400,1524473,ad,False,18,Monday,16
7629,1499012,ad,False,89,Tuesday,21
81452,1375595,ad,False,102,Saturday,21
519957,1223978,ad,False,27,Saturday,13
300172,1314349,ad,False,30,Thursday,20
501676,1101835,ad,False,1,Sunday,9
47326,1517718,ad,True,23,Saturday,8
240374,1172132,ad,False,15,Saturday,19
64160,1638573,ad,False,9,Friday,10
482116,1222118,ad,False,5,Wednesday,13
328362,1251831,ad,False,6,Friday,17
435989,1146348,ad,False,5,Sunday,13
219488,1506924,ad,False,12,Thursday,10
316020,1633540,ad,False,17,Monday,10
385513,1076201,ad,False,5,Friday,19
323496,1606586,ad,False,2,Tuesday,11
244390,1330870,ad,False,5,Sunday,11
112840,1254612,ad,True,39,Saturday,11
428370,1537771,ad,False,22,Thursday,2
525222,1619873,ad,False,8,Friday,13
408575,1164488,ad,False,9,Wednesday,13
372311,1057297,ad,False,15,Monday,19
284313,1599796,ad,False,9,Thursday,15
257914,1612670,ad,False,36,Monday,17
240067,1349875,ad,False,8,Tuesday,18
418188,1100629,ad,False,25,Sunday,13
352592,1190422,ad,False,18,Saturday,22
144637,1354433,ad,False,62,Sunday,18
422840,1336093,ad,False,1,Thursday,22
129902,1063538,ad,False,4,Monday,13
135118,1235852,ad,False,9,Monday,18
381973,1120624,ad,False,1,Wednesday,19
124978,1305062,ad,False,65,Monday,21
541993,1572147,ad,False,2,Monday,12
533998,907444,psa,False,2,Saturday,16
548153,1459588,ad,False,1,Monday,21
544875,1081478,ad,False,5,Monday,13
319613,1574573,ad,False,18,Sunday,15
431984,1352901,ad,False,1,Friday,23
561834,1445242,ad,False,18,Thursday,9
79656,1595428,ad,False,160,Tuesday,15
400870,903909,psa,False,12,Monday,18
190233,1338338,ad,False,8,Monday,15
268950,1440186,ad,False,18,Sunday,5
297483,1339603,ad,False,15,Monday,21
460547,1350248,ad,False,2,Wednesday,14
386174,1624833,ad,False,4,Friday,10
404310,1054878,ad,False,7,Tuesday,18
334845,1539962,ad,False,6,Friday,14
422813,1627980,ad,False,1,Thursday,22
305605,1036174,ad,False,28,Saturday,17
200730,1403139,ad,False,4,Tuesday,18
97983,1442130,ad,False,19,Tuesday,18
5101,1036144,ad,False,80,Sunday,13
194074,1317679,ad,False,8,Tuesday,9
537606,1168964,ad,False,9,Friday,22
54727,1068802,ad,False,28,Thursday,13
33212,1482756,ad,False,30,Thursday,15
495607,1106882,ad,False,25,Friday,19
160687,1183044,ad,False,143,Saturday,10
165544,1276333,ad,False,35,Monday,11
413093,1187879,ad,False,5,Sunday,15
339324,1357424,ad,False,7,Sunday,17
565941,1090028,ad,False,25,Thursday,21
377417,1499129,ad,False,25,Tuesday,8
471536,1377930,ad,False,4,Friday,19
409607,1227326,ad,False,23,Thursday,18
476423,1038388,ad,False,26,Tuesday,21
293447,1646339,ad,False,21,Friday,11
36103,1651073,ad,False,30,Thursday,15
397240,1594069,ad,False,12,Sunday,20
495351,1457317,ad,False,3,Friday,18
141611,1063373,ad,False,4,Wednesday,12
46867,1102790,ad,False,146,Monday,20
495173,1601850,ad,False,1,Friday,18
177017,1152486,ad,True,7,Monday,8
396733,1108984,ad,False,5,Monday,17
184927,1515632,ad,False,2,Tuesday,19
494972,1631655,ad,False,7,Friday,17
149816,1550878,ad,False,19,Tuesday,10
103466,1456696,ad,False,8,Thursday,0
207758,1284625,ad,False,43,Monday,10
100977,1622319,ad,False,151,Wednesday,19
564022,1390944,ad,False,7,Thursday,14
320190,1218867,ad,False,22,Tuesday,14
317776,1011007,ad,False,33,Monday,9
204516,1164098,ad,False,26,Wednesday,13
528287,1620802,ad,False,1,Friday,16
61983,1032294,ad,False,34,Friday,17
340952,1612363,ad,False,28,Saturday,21
21587,1141645,ad,False,3,Wednesday,10
303816,1403399,ad,False,17,Saturday,12
58434,1427425,ad,False,24,Friday,17
96262,1483508,ad,False,24,Thursday,13
193348,1584023,ad,False,155,Wednesday,10
192264,1441077,ad,False,24,Saturday,18
367778,1424920,ad,False,30,Tuesday,14
558003,1265498,ad,False,17,Thursday,15
417992,1403989,ad,False,3,Thursday,10
187057,1482374,ad,False,33,Saturday,20
293706,1189124,ad,False,17,Friday,11
225467,1588235,ad,False,9,Friday,23
119671,1047226,ad,False,24,Monday,7
579173,1056603,ad,False,2,Sunday,23
23589,1461000,ad,False,3,Wednesday,11
91724,1275760,ad,False,6,Monday,21
384093,1625763,ad,False,30,Thursday,13
74061,1477070,ad,False,6,Saturday,14
112087,1144704,ad,False,36,Saturday,18
285093,1294783,ad,False,16,Friday,10
212760,1141985,ad,False,41,Monday,19
457798,1124728,ad,False,1,Wednesday,0
242239,1022329,ad,False,6,Friday,22
447982,1200163,ad,False,12,Sunday,20
108992,1026895,ad,False,22,Friday,13
144795,1222480,ad,False,10,Friday,15
551777,1495049,ad,False,5,Tuesday,12
276058,1439290,ad,False,22,Thursday,11
494944,1121030,ad,False,25,Saturday,10
194889,1163489,ad,False,4,Tuesday,10
79781,904467,psa,False,44,Sunday,14
529404,1254292,ad,False,11,Friday,19
272691,1447010,ad,False,20,Wednesday,9
449217,1608251,ad,False,1,Monday,10
192112,1492161,ad,False,25,Monday,20
295813,1640197,ad,False,8,Friday,13
232724,1269425,ad,False,15,Monday,15
77471,1138482,ad,False,11,Monday,20
130449,1515410,ad,False,7,Monday,8
471028,1394011,ad,False,84,Friday,20
208056,1124479,ad,False,2,Wednesday,14
186270,1198699,ad,False,43,Friday,12
573061,1367516,ad,False,5,Saturday,19
530474,1396185,ad,False,13,Friday,22
102498,1223294,ad,False,225,Wednesday,21
315364,1263354,ad,False,15,Monday,12
9069,1392562,ad,False,32,Tuesday,22
357858,1632595,ad,False,20,Thursday,12
392898,1136705,ad,False,5,Saturday,18
287192,1328994,ad,False,3,Monday,18
261050,1104073,ad,False,17,Saturday,22
385910,1235780,ad,False,5,Tuesday,20
120181,1257837,ad,False,19,Sunday,10
476070,1274592,ad,False,6,Tuesday,16
405362,1498130,ad,True,33,Wednesday,13
518425,1645510,ad,False,1,Thursday,8
270150,1478855,ad,False,3,Wednesday,6
199867,1275514,ad,False,6,Tuesday,17
217391,1072410,ad,False,19,Thursday,12
278617,1095896,ad,False,26,Saturday,14
170017,1086907,ad,False,7,Friday,16
458619,1536781,ad,False,23,Wednesday,15
411158,1280305,ad,False,2,Thursday,17
491299,1577213,ad,False,9,Friday,9
439750,1041390,ad,False,1,Saturday,21
78685,1500078,ad,False,17,Sunday,18
31939,1637824,ad,False,192,Monday,16
171696,1525995,ad,False,21,Saturday,12
541039,1387503,ad,True,27,Wednesday,14
562385,1141977,ad,False,1,Thursday,9
84954,1181822,ad,False,36,Monday,22
183050,917682,psa,False,3,Sunday,14
578841,1161193,ad,False,7,Sunday,22
367699,1557041,ad,False,16,Sunday,15
121848,1548672,ad,False,43,Monday,20
